1	36	24
2	44	-14
3	26	38
4	38	43
5	39	26
6	10	-34
8	20	41
9	15	-38
10	34	37
11	49	-18
12	55	12
13	37	-29
14	11	-22
15	42	45
16	46	-5
17	32	27
18	21	-27
19	45	28
20	51	35
21	18	-39
22	50	-32
23	12	40
24	9	-5
25	52	36
26	33	30
27	25	-20
28	29	29
29	41	-44
30	35	-1
31	53	26
32	31	-17
33	54	41
34	30	32
35	47	1
36	23	-45
37	48	-17
38	19	7
40	40	24
41	27	-7
43	8	-39
44	22	-28
45	28	14
46	43	-23
47	17	-6
48	13	41
49	24	-38
50	14	11
51	16	-33
